1344,129,128
948,92,128
712,85,64
896,98,64
620,77,64
556,72,64
1020,100,128
1248,117,128
996,99,128
648,80,64
688,85,64
1248,118,128
784,95,64
1256,120,128
1032,112,64
1016,97,128
1372,133,128
524,65,64
1276,122,128
600,79,64
2620,202,256
1288,124,128
1192,116,128
656,78,64
1228,117,128
1136,112,128
1552,144,128
916,88,128
1288,126,128
1152,112,128
648,83,64
656,79,64
692,86,64
744,93,64
592,77,64
924,89,128
832,93,64
1212,111,128
560,75,64
1092,109,128
1600,154,128
532,69,64
1436,135,128
608,74,64
640,79,64
312,50,32
1140,114,128
724,84,64
1356,128,128
708,91,64
548,71,64
472,65,64
720,93,64
316,50,32
1356,132,128
748,79,64
752,93,64
388,54,64
1104,109,128
1220,115,128
1284,126,128
1512,139,128
900,90,128
1036,103,128
1312,128,128
2352,178,256
604,79,64
1252,118,128
360,58,32
1344,120,128
544,70,64
1040,114,64
1332,129,128
684,84,64
1056,106,128
1252,117,128
612,75,64
1504,134,128
340,53,32
2772,210,256
1008,106,64
1496,137,128
572,76,64
4432,274,512
388,60,32
2076,155,256
1132,114,128
576,77,64
568,72,64
932,103,64
976,111,64
712,87,64
680,84,64
560,74,64
204,40,32
520,69,64
244,45,32
1364,131,128
1268,119,128
592,78,64
1584,148,128
1268,118,128
484,68,64
1144,112,128
1164,114,128
664,84,64
360,57,32
1036,102,128
756,87,64
984,97,128
992,100,128
584,76,64
1320,131,128
1304,126,128
1424,138,128
1692,145,128
1088,109,128
2844,219,256
776,85,64
556,70,64
668,85,64
540,69,64
888,103,64
772,91,64
636,78,64
788,84,64
1296,124,128
1304,127,128
668,85,64
1300,126,128
504,66,64
900,105,64
196,38,32
1280,122,128
600,79,64
488,61,64
1064,103,128
1176,113,128
380,57,32
992,111,64
1272,120,128
1040,104,128
620,78,64
680,84,64
1004,100,128
1244,117,128
1088,105,128
624,74,64
648,80,64
1412,137,128
872,99,64
572,74,64
560,74,64
652,81,64
1228,113,128
992,100,128
472,62,64
1452,130,128
956,100,128
1288,122,128
1452,134,128
2436,185,256
488,68,32
660,84,64
1116,102,128
500,64,64
516,67,64
976,98,128
1264,120,128
1112,106,128
1136,115,128
1008,103,128
252,46,32
960,99,128
1300,121,128
1400,129,128
1088,106,128
916,92,128
548,70,64
1256,121,128
468,64,64
1140,115,128
740,91,64
528,68,64
1036,105,128
288,51,32
1180,115,128
1224,110,128
1312,125,128
1224,112,128
1108,102,128
488,68,64
756,87,64
672,82,64
644,79,64
1028,103,128
548,72,64
812,99,64
776,86,64
696,88,64
216,43,32
892,104,64
696,84,64
1316,130,128
848,95,64
564,75,64
624,79,64
604,78,64
924,91,128
1668,157,128
916,88,128
556,72,64
1152,111,128
844,83,128
596,74,64
1088,110,128
1248,118,128
616,82,64
652,80,64
424,57,64
616,79,64
848,94,64
1144,108,128
836,94,64
1228,114,128
832,81,128
532,69,64
880,101,64
792,86,64
420,63,32
664,80,64
2384,189,256
672,82,64
564,71,64
528,67,64
2276,178,256
1268,121,128
276,53,32
652,85,64
1208,119,128
840,96,64
1064,104,128
556,70,64
1292,121,128
580,74,64
580,75,64
1364,131,128
656,83,64
1276,125,128
888,89,128
1236,116,128
1044,101,128
260,47,32
828,96,64
696,87,64
1328,125,128
708,82,64
640,82,64
560,73,64
788,84,64
1976,148,256
536,69,64
552,73,64
560,72,64
1072,110,64
328,56,32
628,79,64
576,74,64
1032,104,128
784,94,64
520,66,64
668,72,64
668,84,64
464,62,64
788,89,64
520,64,64
1140,111,128
1488,144,128
852,81,128
664,84,64
696,81,64
404,63,32
664,75,64
548,71,64
648,83,64
660,79,64
580,72,64
424,58,64
744,91,64
1296,120,128
1364,131,128
1080,108,128
552,69,64
624,77,64
1284,123,128
1264,122,128
1056,106,128
320,54,32
1344,130,128
284,50,32
496,61,64
576,73,64
636,78,64
1284,123,128
756,87,64
2196,165,256
2464,195,256
588,76,64
584,76,64
896,97,64
592,77,64
1864,141,256
532,69,64
476,71,32
1376,133,128
604,81,64
1312,125,128
1112,111,128
924,91,128
648,80,64
872,103,64
2372,188,256
1248,115,128
1320,121,128
512,63,64
584,77,64
668,85,64
404,57,64
552,73,64
1448,139,128
560,72,64
428,67,32
1456,134,128
1128,102,128
1008,102,128
680,84,64
1304,124,128
536,68,64
612,77,64
804,91,64
624,80,64
656,82,64
236,44,32
1352,134,128
772,88,64
1188,115,128
1020,104,128
628,80,64
632,76,64
1880,138,256
1408,135,128
988,95,128
944,94,128
1032,101,128
288,51,32
752,90,64
1304,119,128
980,95,128
800,77,128
1412,129,128
1044,104,128
552,72,64
1012,102,128
992,101,128
1172,121,128
1360,129,128
1256,123,128
1000,100,128
1312,128,128
920,103,64
560,73,64
600,79,64
568,75,64
808,99,64
664,82,64
476,69,32
964,96,128
1244,116,128
1468,134,128
1368,133,128
2496,193,256
924,90,128
1064,108,128
1932,145,256
1260,121,128
1044,104,128
2028,173,128
668,82,64
1580,151,128
1264,122,128
396,61,32
1172,112,128
628,79,64
1412,137,128
1272,119,128
680,84,64
872,99,64
616,75,64
288,51,32
848,95,64
676,83,64
980,98,128
664,84,64
1300,124,128
700,88,64
1340,132,128
1616,142,128
1260,123,128
348,55,32
1428,136,128
516,64,64
1724,146,128
544,74,64
1328,133,128
1416,135,128
1260,118,128
1240,117,128
2568,185,256
1372,126,128
768,84,64
724,87,64
916,87,128
1264,118,128
1260,121,128
1340,126,128
1248,118,128
1228,121,128
268,47,32
1340,125,128
2000,148,256
2208,167,256
512,64,64
520,68,64
700,87,64
2280,173,256
788,93,64
1296,127,128
496,64,64
704,80,64
1296,129,128
1388,135,128
756,87,64
1228,114,128
716,86,64
576,75,64
1052,112,64
1168,112,128
1472,141,128
992,98,128
468,67,32
776,91,64
1248,123,128
616,75,64
1228,114,128
596,75,64
1060,104,128
632,81,64
1148,108,128
1336,124,128
444,62,32
1132,116,128
1444,131,128
556,72,64
588,71,64
552,72,64
248,39,32
408,63,32
680,84,64
2228,170,256
956,93,128
984,97,128
600,80,64
428,65,32
1384,131,128
696,88,64
552,71,64
736,86,64
584,76,64
624,81,64
1016,104,128
576,74,64
572,77,64
424,57,64
584,76,64
568,76,64
360,58,32
1188,118,128
664,74,64
620,77,64
316,56,32
1312,128,128
540,69,64
304,49,32
1864,141,256
692,83,64
1544,147,128
1336,128,128
684,84,64
944,98,128
336,56,32
568,76,64
1420,130,128
824,98,64
2296,183,256
1792,164,128
1408,136,128
916,92,128
312,52,32
2808,214,256
596,77,64
2156,166,256
1228,114,128
1164,111,128
660,83,64
512,69,64
888,86,128
444,57,64
948,107,64
472,64,64
1156,122,64
1040,104,128
236,43,32
1252,122,128
2888,207,256
604,74,64
1520,141,128
228,41,32
512,63,64
752,90,64
692,88,64
1136,118,128
1356,133,128
892,100,64
1260,120,128
1372,133,128
1216,111,128
260,47,32
712,88,64
1016,97,128
2252,173,256
1232,121,128
1040,105,128
1068,100,128
2304,177,256
708,77,64
1288,120,128
1264,122,128
1412,131,128
1016,103,128
340,53,32
2332,179,256
988,101,128
564,74,64
1020,105,128
1276,124,128
708,88,64
668,84,64
1028,107,128
1080,108,128
2164,167,256
1344,132,128
912,90,128
1360,129,128
688,89,64
644,79,64
556,72,64
204,41,32
392,60,32
1040,101,128
1088,111,128
1244,118,128
756,89,64
1312,121,128
564,76,64
356,61,32
1068,104,128
872,99,64
440,61,64
652,82,64
1100,103,128
1336,126,128
704,82,64
296,53,32
1156,121,128
964,110,64
900,95,64
460,66,32
1076,106,128
1140,109,128
1068,111,128
536,69,64
1380,133,128
1404,137,128
728,84,64
656,83,64
1424,135,128
268,46,32
1224,123,128
1528,142,128
768,90,64
544,71,64
1412,127,128
692,87,64
724,86,64
208,41,32
1132,117,128
332,53,32
1252,119,128
1100,112,128
1348,127,128
896,100,64
688,87,64
3040,230,256
1280,123,128
520,66,64
1444,140,128
1396,132,128
260,48,32
200,44,16
984,96,128
1176,116,128
720,91,64
1164,120,128
576,73,64
844,97,64
1128,109,128
904,101,64
1376,135,128
636,84,64
516,68,64
1344,129,128
1172,117,128
1464,150,128
1468,141,128
708,90,64
596,73,64
492,65,64
1116,112,128
1172,113,128
644,79,64
524,69,64
2224,166,256
1228,114,128
200,39,32
696,87,64
528,67,64
872,99,64
332,52,32
900,88,128
436,61,64
520,66,64
1024,105,128
1336,128,128
612,79,64
1216,115,128
1292,126,128
1268,123,128
1040,102,128
1060,107,128
2020,155,256
1364,134,128
900,87,128
1480,133,128
1276,124,128
1260,120,128
1128,115,128
1380,134,128
916,102,64
1376,134,128
1528,140,128
1468,140,128
740,87,64
544,71,64
420,56,64
668,84,64
1400,128,128
988,101,128
700,86,64
664,80,64
540,73,64
368,59,32
316,51,32
2316,186,256
396,62,32
1120,114,128
1088,105,128
1652,140,128
1320,127,128
1192,109,128
1132,119,128
1280,121,128
544,68,64
868,85,128
656,81,64
1156,115,128
756,93,64
1224,115,128
